1	343.45	8
2	344.15	8
3	344.95	8
4	345.65	9
5	346.45	10
6	347.25	9
7	348.05	9
8	348.75	11
9	349.55	10
10	350.25	11
11	350.95	13
12	351.85	15
13	352.65	14
14	353.35	13
15	354.15	14
16	354.95	18
17	355.65	19
18	356.45	19
19	357.15	22
20	358.15	23
21	358.85	23
22	359.75	25
23	360.55	25
24	361.25	26
25	361.95	29
26	362.65	31
27	363.45	33
28	364.25	36
29	364.95	40
30	365.75	41
31	366.65	45
32	367.15	45
33	368.05	49
34	368.75	50
35	369.45	58
36	370.35	59
37	370.95	64
38	371.65	67
39	372.45	70
40	373.05	75
41	373.95	75
42	374.75	81
43	375.45	87
44	376.15	89
45	376.95	97
46	377.75	101
47	378.45	107
48	379.25	108
49	380.05	117
50	380.85	115
51	381.65	120
52	382.45	125
53	383.65	130
54	382.85	134
55	383.75	137
56	384.55	136
57	385.15	138
58	385.95	140
59	386.65	142
60	387.45	143
61	388.25	141
62	388.85	143
63	389.65	136
64	390.45	138
65	391.05	131
66	391.75	133
67	392.55	128
68	393.35	121
69	394.25	120
70	394.95	116
71	395.55	109
72	396.35	102
73	397.15	102
74	397.75	96
75	398.55	92
76	399.35	90
77	400.05	91
78	400.85	88
79	401.45	88
80	402.45	87
81	403.05	91
82	403.85	93
83	404.55	94
84	405.25	97
85	406.15	104
86	406.85	106
87	407.75	105
88	408.35	119
89	409.15	123
90	409.85	124
91	410.55	132
92	411.35	140
93	411.95	146
94	412.85	152
95	413.65	160
96	414.35	165
97	415.15	175
98	415.85	190
99	416.65	189
100	417.25	200
101	417.95	211
102	418.75	217
103	419.65	224
104	420.35	228
105	421.05	239
106	421.75	243
107	422.55	246
108	423.35	255
109	424.05	256
110	424.75	266
111	425.55	267
112	426.25	267
113	426.95	274
114	427.85	273
115	428.45	277
116	429.35	271
117	429.95	270
118	430.75	268
119	431.55	265
120	432.25	265
121	433.05	259
122	433.75	255
123	434.45	248
124	435.25	242
125	436.15	239
126	436.75	231
127	437.55	228
128	438.15	230
129	438.85	224
130	439.75	224
131	440.45	225
132	441.15	217
133	441.95	221
134	442.75	220
135	443.45	233
136	444.25	234
137	444.95	246
138	445.75	246
139	446.45	251
140	447.15	265
141	447.95	268
142	448.75	281
143	449.45	291
144	450.15	300
145	450.95	312
146	451.65	329
147	452.35	336
148	453.15	353
149	453.75	367
150	454.55	369
151	455.35	379
152	456.15	391
153	456.85	403
154	457.65	405
155	458.35	421
156	459.05	423
157	459.95	428
158	460.65	442
159	461.45	447
160	462.25	447
161	463.05	456
162	463.75	451
163	464.45	451
164	465.35	449
165	465.95	459
166	466.75	456
167	467.35	451
168	468.25	446
169	468.95	453
170	469.75	455
171	470.45	452
172	471.15	452
173	471.95	452
174	472.65	464
175	473.45	473
176	474.35	485
177	475.05	493
178	475.85	516
179	476.45	523
180	477.35	550
181	477.85	565
182	478.75	576
183	479.35	591
184	480.05	611
185	480.75	630
186	481.65	647
187	482.25	652
188	482.75	666
189	483.65	671
190	484.35	673
191	485.05	679
192	485.85	663
193	486.45	657
194	487.25	651
195	487.85	635
196	488.75	610
197	489.45	583
198	490.05	556
199	490.75	521
200	491.45	480
201	492.25	441
202	492.95	399
203	493.75	360
204	494.25	316
205	495.15	277
206	495.65	241
207	496.55	203
208	497.45	171
209	498.05	139
210	498.85	116
211	499.45	95
212	500.25	78
213	500.95	61
214	501.65	50
215	502.45	45
216	503.25	34
217	504.05	31
218	504.95	28
219	505.65	25
220	506.45	23
221	507.05	21
222	507.85	22
223	508.65	21
224	509.55	19
225	510.35	20
226	510.85	19
227	511.65	20
228	512.45	18
229	513.15	18
230	513.95	16
231	514.75	16
232	515.45	18
233	516.25	18
234	516.95	17
235	517.75	15
236	518.55	15
237	519.35	17
238	520.15	15
239	520.85	16
240	521.65	16
241	522.45	15
242	523.15	16
243	523.85	16
244	524.75	17
245	525.45	15
246	526.45	20
247	527.05	16
248	527.95	17
249	528.65	16
250	529.35	17
251	530.15	16
252	530.85	17
253	531.65	16
254	532.45	16
255	533.05	19
256	533.85	18
